elapsed_s,ns_per_line,resid_pct,phase
306.780,969.0,,2
307.127,969.1,,2
307.474,967.4,,2
307.821,968.9,,2
308.168,968.8,,2
308.515,967.6,,2
308.862,968.6,,2
309.209,968.5,,2
309.556,967.7,,2
309.903,969.3,,2
310.250,968.5,,2
310.598,967.6,,2
310.945,968.6,,2
311.292,968.0,,2
311.639,967.3,,2
311.987,968.7,,2
312.334,969.9,,2
312.683,967.2,,2
313.030,969.1,,2
313.377,967.3,,2
313.726,967.5,,2
314.073,968.8,,2
314.420,967.5,,2
314.769,967.4,,2
315.116,968.9,,2
315.463,967.3,,2
315.812,967.1,,2
316.159,968.7,,2
316.506,967.6,,2
316.855,966.9,,2
317.202,968.9,,2
317.548,967.9,,2
317.897,967.1,,2
318.245,969.1,,2
318.592,967.4,,2
318.941,967.0,,2
319.288,968.6,,2
319.634,967.8,,2
319.983,966.9,,2
320.330,968.6,,2
320.677,967.2,,2
321.026,967.0,,2
321.373,968.8,,2
321.720,967.3,,2
322.069,967.4,,2
322.416,968.7,,2
322.763,967.1,,2
323.112,967.3,,2
323.459,968.8,,2
323.806,966.9,,2
324.155,967.0,,2
324.502,968.9,,2
324.849,966.8,,2
325.198,967.5,,2
325.545,969.2,,2
325.892,967.2,,2
326.241,967.4,,2
326.588,969.4,,2
326.935,966.9,,2
327.283,967.1,,2
327.631,969.3,,2
327.977,966.8,,2
328.326,967.1,,2
328.673,968.7,,2
329.019,967.2,,2
329.368,966.9,,2
329.715,969.1,,2
330.061,967.1,,2
330.409,967.4,,2
330.756,968.8,,2
331.103,967.3,,2
331.450,967.1,,2
331.797,969.0,,2
332.144,966.9,,2
332.491,967.9,,2
332.838,968.7,,2
333.185,967.3,,2
333.532,968.6,,2
333.879,968.9,,2
334.226,967.5,,2
334.573,969.0,,2
334.920,968.7,,2
335.267,967.2,,2
335.614,969.6,,2
335.961,968.8,,2
336.308,967.0,,2
336.655,969.1,,2
337.002,969.0,,2
337.349,967.0,,2
337.696,969.3,,2
338.043,968.8,,2
338.390,967.0,,2
338.737,969.2,,2
339.084,969.0,,2
339.431,967.4,,2
339.778,969.1,,2
340.125,968.8,,2
340.472,967.4,,2
340.819,969.0,,2
341.166,969.1,,2
341.513,967.4,,2
341.860,969.0,,2
342.208,969.4,,2
342.555,967.6,,2
342.902,969.0,,2
343.249,969.0,,2
343.596,968.0,,2
